a beauty parlour|chandler|yknow, i cant believe im getting my nails done and you said it was gonna be fun pause which it kinda is. also, you said there would be other guys here. there are no other guys here
a beauty parlour|rachel|chandler, theres a guy right over there. points to the counter
a beauty parlour|chandler|thats a mailman thats our mailman waves to the mailman sarcastic hi. how are ya
a beauty parlour|rachel|chandler, dont worry this doesnt make you any less of a guy chandler starts blowing on his fingernails like women do. that does chandler stops blowing. what am i sitting on she looks and finds a huge nail. i hate to think what this woman was scratching when this broke off.
a beauty parlour|chandler|hey, you know who used to have nails like that
a beauty parlour|rachel|hmm.
chandler and joeys erm|woman|ohmygawd yep, you guessed it. its janice. opening credits the counter. monica is flipping a light switch on and off next to the door.]
chandler and joeys erm|monica|joey let me ask you a question. what does this light switch do
chandler and joeys erm|joey|ohh, nothing.
chandler and joeys erm|monica|didnt it drive you crazy to have a switch and not know what it did
chandler and joeys erm|joey|i know what it did nothing.
chandler and joeys erm|monica|they wouldnt have put it there if it didnt do something how can you not care
chandler and joeys erm|joey|like this. shrugs
chandler and joeys erm|rachel|well, heres another question for ya. uhh, do you know what that silver knob on the toilet does
chandler and joeys erm|joey|sure it flushes it.
chandler and joeys erm|rachel|okay, good. now that since you know, when you come over would you mind actually using it
chandler and joeys erm|chandler|entering, with janice in tow hello
chandler and joeys erm|joey|hey sees janice. ah janice screams in surprise.
chandler and joeys erm|rachel|guess who we ran into today
chandler and joeys erm|monica|janice
chandler and joeys erm|chandler|isnt this amazing 
chandler and joeys erm|monica|how have you been
chandler and joeys erm|janice|oh well, im divorced.
chandler and joeys erm|phoebe|ohhh, wow.
chandler and joeys erm|janice|yeah, im riding the alimony pony. does the now famous laugh.
chandler and joeys erm|joey|and there it is.
chandler and joeys erm|janice|i just came up to say, hi hi to chandler and you, sweetie, ill see you tonight.
chandler and joeys erm|chandler|okay. bye.
chandler and joeys erm|janice|bye.
chandler and joeys erm|chandler|bye.
chandler and joeys erm|janice|bye.
chandler and joeys erm|chandler|bye.
chandler and joeys erm|janice|bye.
chandler and joeys erm|chandler|bbye
chandler and joeys erm|janice|byebye.
chandler and joeys erm|chandler|bye. finally closes the door on her. after its closed i cant stand the woman phoebe is shocked, joey is relieved.
