central perk|rachel|good, you guys are all here
central perk|ross|hey whats up
central perk|rachel|well, i have a job interview at ralph lauren tomorrow
central perk|all|congratulations ohh, thats great
central perk|rachel|i know
central perk|joey|boy, that guys underwear sucks
central perk|rachel|whwhat
central perk|joey|i got this pair marked excess, i gotta tell ya, there was no room for excess anything in there.
central perk|rachel|anyway, im going to be the coordinator of the womans collection, ill work right under the director, its the perfect, perfect job for me
central perk|phoebe|wow well, if you nail the interview, youll get it
central perk|rachel|yeah.
central perk|phoebe|you wanna work on your interview skills
central perk|rachel|ookay
central perk|phoebe|okay all right, lets start with the handshake. hi.
central perk|rachel|hi.  they shake hands.
central perk|phoebe|very good handshake, good wrist action.
central perk|monica|let me try. gets up to join them.
central perk|phoebe|okay. they shake hands and she pulls away suddenly oh my god what did i ever do to you rubbing her hand.
central perk|monica|did i squeeze it too hard
monica and rachels|phoebe|lets just say, im glad im not chandler. chandler tries to comprehend that remark. opening credits
monica and rachels|joey|thats right ross, i can see you in your new apartment and you can see me same as yesterday, to monica same as the day before.
monica and rachels|monica|is he doing his shark attack bit yet
monica and rachels|joey|nope. op, wait there he goes.  we see ross through the window and he acts like a swimmer that gets attacked by a shark, picture one of the many, many, many jaws movies they made and you get the idea.
monica and rachels|joey|waving very funny ross very lifelike and funny. okay. notices that a woman is waving back. oh nonono, i wasnt waving at you lady. she just stares at him. joey sees how beautiful she is. whoa, maybe i was hey, monica, this totally hot girl in rosss building is flirting with me.
monica and rachels|monica|get in there man flirt back, mix it up
monica and rachels|joey|yeah, iiim down with that. he turns back to the woman. okay, here goes. thinks. how holds up his hand like an indian you points at her adoin does a little twisting motion with both hands and ends up pointing at her, he then winks. she smiles and waves again. to monica it worked shes waving me over. towards the woman. okay, iiill be right over. lets see, shes on the third floor
monica and rachels|monica|joining him wow she is pretty, huh
rosss building|joey|tell me about it, huh realizes that she can see monica. oh nonono, im not with her, shes just monica he pantomimes that out. ewwuck he pushes monica away and makes a disgusted face. walking up the hallway counting doors. he comes to what he thinks is the right one and knocks on it. ross opens the door, its his apartment.]
rosss building|ross|hey joey great stuff huh
rosss building|joey|this is your place
rosss building|ross|of course it is. yeah, come on in. oohooh, go by the window you can pretend to be surfing. he pretends hes surfing by the window.
monica and rachels|joey|but i counted, youre not supposed to live here oh man runs away.
monica and rachels|joey|ugh
monica and rachels|monica|what happened
