central perk|monica|hey phoebe. hey, tell me what you think. all right. the house next    door to the one that were buying in westchester just went on the market. i wanna    take a look at it, but chandler doesnt.
central perk|chandler|we close escrow tomorrow, so seeing another house can only confuse    us, and were easily confused. were not very bright.
central perk|monica|but what if it is better than ours should we at least look
central perk|chandler|what do you think pheebs
central perk|phoebe|well, i think that shirt makes you look like you should work at a baskin    robbins... anyway... hey, isnt joeys agent estelle leonard
central perk|chandler|yeah.
central perk|phoebe|she died.
central perk|chandler|youre kidding
central perk|monica|thats terrible
central perk|phoebe|yeah, last saturday. wow she was the first black man to fly solo across    the atlantic. chandler and monica look puzzled oh, wait a minute, i read the    wrong one.
central perk|chandler|oh yeah 
central perk|phoebe|yeah, she was just an agent.
central perk|monica|joeys gonna be so upset. 
central perk|chandler|i know. he always wanted to be the first black man to cross the    atlantic.
central perk|phoebe|well, we cannot tell joey about this. hes already flipping out about    everything thats changing. this will push him over the edge.
central perk|monica|seriously, you dont think we should tell him
central perk|phoebe|well, not for a little while. lets just give him a few days to get    used to everything else.
central perk|monica|what if he reads it in the paper
ralph lauren|chandler|unless snoopy says it to charlie brown, i think were okay.    door and enters.]
ralph lauren|mr zelner|may i help you
ralph lauren|ross|yeah, im a friend of rachel greens. uhm, actually we met at the christmas    party about two years ago.
ralph lauren|mr zelner|oh right, uhm, don
ralph lauren|ross|close. ron. shakes hands
ralph lauren|mr zelner|uh... what can i do for you
ralph lauren|ross|uhm, well... im here to see if youll give rachel her job back.
ralph lauren|mr zelner|ah, did she ask you to come here and do this
ralph lauren|ross|oh, no. at first i have to get you to agree. then well    see if she wants to come back.
ralph lauren|mr zelner|wow, that is tempting. 
ralph lauren|ross|look, she loved her job here. and lets face 
ralph lauren|  it|youre not gonna find anyone who did it as well as she did it. isnt that    true
ralph lauren|mr zelner|she is good
ralph lauren|ross|surprised huh, i took a shot there.
ralph lauren|mr zelner|but im sorry. theres nothing i can do... ah,    its not true, there is... nothing i want to do.
ralph lauren|ross|i see... thanks very much. he gets up and walks to the door. on his    way out he looks at the photographs mr zelner has near his door. he picks one    up. is this your son 
ralph lauren|mr zelner|yeah, his name is ross. ross looks very surprised what
ralph lauren|ross|oh, nothing, its just, its close to ron. does he.. does    little ross like dinosaurs by any chance 
ralph lauren|mr zelner|yeah, theyre all he talks about, why
