an emergency room|rachel|ow ow ow. ow ow ow ow. ow ow ow. ow. ow. ow. ow. they reach the desk. the bored nurse thinks shes heard it all before.
an emergency room|monica|hi. uh, my friend here was taking down our christmas lights, and and she fell off the balcony and may have broken her foot or or ankle or something.
an emergency room|nurse|my god. you still have your christmas lights up rachel glares at the nurse, who gives monica a form attached to a clipboard.
an emergency room|nurse|fill this out and bring it back to me. monica helps rachel over to a vacant seat.
an emergency room|rachel|ow ow ow. ow ow ow. ow ow ow. monica starts on the form, while rachel catches her breath and massages her ankle.
an emergency room|monica|okay, ooh, alright. name, address... okay, in case of emergency, call
an emergency room|rachel|you.
an emergency room|monica|really
an emergency room|rachel|yeah.
an emergency room|monica|oh, that is so sweet. touched, she puts an arm around her friend and kisses her. oh gosh, love you. insurance
an emergency room|rachel|oh, yeah, check it. definitely, i want some of that.
an emergency room|monica|no longer touched you dont have insurance
an emergency room|rachel|why, how much is this gonna cost
an emergency room|monica|i have no idea, but xrays alone could be a couple hundred dollars.
an emergency room|rachel|welwelwell what are we gonna do
an emergency room|monica|well theres not much we can do.
an emergency room|rachel|like a big baby um... unless, unless i use yours.
an emergency room|monica|hah, no no no no no no no no no no.
an emergency room|rachel|tapping the clipboard well, now, wait a second, who did i just put as my in case of emergency person
an emergency room|monica|looking around to check that noones listening, then lowering her voice anyway thats insurance fraud.
an emergency room|rachel|well, alright, then, forget it. getting up to go might as well just go home. ow ow ow ow
an emergency room|monica|jumping up to make rachel sit down okay, okay. i hate this.
an emergency room|rachel|thank you. thank you. i love you.
an emergency room|monica|to the nurse hi, tiny laugh um, im gonna need a new set of tiny laugh these forms tiny laugh.
an emergency room|nurse|why
an emergency room|monica|tiny laugh i am really an idiot. tiny laugh you see, i was filling out my friends form, and instead of putting her information, tiny laugh i put mine.
an emergency room|nurse|you are an idiot. she hands over a blank form.
central perk|monica|tiny laugh yep, thats me, tiny laugh i am that stupid tiny laugh. funnies, while rosss inappropriate joke at lamaze class has come back to haunt him.]
central perk|ross|i had a dream last night where i was playing football with my kid.
central perk|chandler and joey|thats nice.
