monica and chandlers|monica|hey so what do you think
monica and chandlers|chandler|new haircut monica nods no. necklace no dress no boots monica nods yes. boots
monica and chandlers|monica|yes now, theyre a little more than i normally spend on bootsor rent shows him the receipt.
monica and chandlers|chandler|oh my god
monica and chandlers|monica|i know.
monica and chandlers|chandler|im gonna miss being able to afford food.
monica and chandlers|monica|im sorry, they just, they just look so good and the saleswoman was looking at me like, oh, these are way too expensive for you.
monica and chandlers|chandler|she had a point. shows her the receipt. 
monica and chandlers|rachel|entering hi
monica and chandlers|monica|hey.
monica and chandlers|rachel|oh my god notices the boots oh monica those boots are amazing
monica and chandlers|monica|theyre mine
monica and chandlers|chandler|yeah well, too bad were gonna have to return them.
monica and chandlers|rachel|return them shh theyre gonna hear you
monica and chandlers|monica|honey, im not returning them. okay i mean ii know they cost a lot, but im going to wear them all the time. youll see. besides, i love the compliments. i mean, have you ever had something so beautiful everyone wanted it
monica and chandlers|chandler|i have you.
central perk|monica|nice try im keeping the boots. opening credits talking to rachels, who is now showing, stomach.]
central perk|ross|thats right, i love you andand im gonna play with you all the time.
central perk|phoebe|how can you let him talk to your crotch like that
central perk|rachel|pause hes talking to the baby.
central perk|phoebe|ohh okay okay, cause whenwhen he said, i cant wait to hear your first words, i thought, theres a trick.
central perk|rachel|okay. well, i gotta go you guys. ill see you later.
central perk|phoebe|okay.
central perk|ross|bye.
central perk|rachel|bye. she gets up to leave but is stopped by joey
central perk|joey|oh hey rach, listenhi
central perk|rachel|hi.
central perk|joey|umm, can you do me a favor i was talkin to my sister and she knows you work at ralph lauren
central perk|rachel|no, forget it no way i am not sending anymore ralph lauren clothes to prison. it is a waste.
central perk|joey|nononononono, not her, not her. my youngest sister, dina, shes really interested in fashion, and she wants to talk to someone successful, yknow, to give her some advice.
central perk|rachel|i guess i can talk to one of my supervisors
central perk|joey|oh nononono, she wants to talk to you
central perk|rachel|really oh my god im successful
central perk|joey|okay, so will you meet with her
central perk|rachel|yes id love to have her come by the office.
central perk|joey|great thanks youre gonna love her so much. andoh, shes the smartest of all the tribbiani children. hey, yknow the s.a.ts
central perk|rachel|yeah.
central perk|joey|she took em joey goes to get coffee and rachel exits as the camera pans to phoebe and ross on the couch.
central perk|phoebe|hey ross doesnt ben go to the smithfield day school
central perk|ross|yeah. why
central perk|phoebe|sting has a son that goes there too
central perk|ross|yeah i know hes in bens class.
central perk|phoebe|you knew this and you never said anything with all the stupid dinosaur stuff you tell us
central perk|ross|fine no more dinosaur stuff can i talk about fossils joey is about to sit down and hears this so instead he groans and exits.
central perk|phoebe|stings son, seven years old and theres a picture.
central perk|ross|what are you reading the kidnappers guide to manhattan private schools
central perk|phoebe|no, its new york magazine. its an article about the best schools in the city. so how well do you know sting
central perk|ross|uh, i actually havent even met him.
central perk|phoebe|uhhuh, yeah thats too bad. i really want to go to his concert friday night, but its totally sold out. i know why dont you meet him and get tickets if you get two ill take you.
central perk|ross|well actually, im picking ben up tomorrow, maybe hell be there.
central perk|phoebe|there you go oh, you are so lucky you might actually get to meet sting tomorrow thats why you have kids enters.]
central perk|monica|hey guys
central perk|chandler|heyhey.
central perk|rachel|hi monica
central perk|monica|hey. sits down on the arm of the couch.
central perk|rachel|hi boots.
central perk|monica|see chandler im getting a lot of use out of them already theyre very practical. see, you can wear them with dresses, with skirts, with pants
central perk|chandler|you can wear them with shorts on a street corner and earn the money to pay for them. goes and gets some coffee at the counter.
central perk|phoebe|wow theyre beautiful
central perk|rachel|ahh
central perk|monica|almost crying they hurt so much
central perk|phoebe|what
central perk|monica|the guy who made these hates feet and wants to see them die
central perk|rachel|wellwell you can give them to me i havent felt my feet in years
central perk|monica|i cant i spent so much money on them and i told chandler that id wear them all the time, i just cant give them away
central perk|phoebe|well then get your money back and return them
central perk|monica|i cant do that either the soles are already a little scuffed up and the insides are filled with my blood.
central perk|ross|entering hey
central perk|chandler|returning to his seat hey
central perk|ross|hey i uh just picked up ben from school
central perk|chandler|spinning around looking for him i dont think you did a very thorough job
central perk|ross|i dropped him off at carols. to phoebe anyway, it turns out that im not going to be able to get those tickets though.
central perk|phoebe|oh no why not
central perk|ross|well it turns out that ben and stings son do not get along.
central perk|phoebe|how come
central perk|ross|apparently, stings son made fun of the fact that bens moms are lesbinims.
central perk|phoebe|wait but ross if they dont get along then you should smooth things over. make them be friends.
central perk|ross|phoebe, you cant force kids to be friends.
central perk|phoebe|sure you can give them some blocks, put them in a playpen
central perk|ross|playpen bens seven
central perk|phoebe|your kid is seven ross nods, yes. to the rest hes really small. to ross please please get the tickets
central perk|ross|look im sorry pheebs, i cant do it.
central perk|phoebe|yes you can sting says so himself
central perk|ross|what
central perk|phoebe|singing rosssss can
central perk|ross|look phoebe, im sorry its just
central perk|phoebe|singing rossss can
central perk|ross|phoebe, i
rachels office|phoebe|singing rosss can give me the tickets ross can give me the tickets ross runs out to get the tickets.
rachels office|joey|entering, with dina here she is future fashion superstar
rachels office|rachel|oh joey, im hardly a
rachels office|joey|my little sister dina
rachels office|rachel|right hi dina 
rachels office|dina|hi.
rachels office|rachel|nice to meet you. they shake hands.
rachels office|dina|thanks so much for meetin with me. joeys told me so much about you
rachels office|joey|this is so exciting for her. well, ill let you two fashists get down to business. exits.
rachels office|rachel|okay. all right dina, well lets talk about the different areas of fashion that you could get involved in. lets see, theres design, but you may need a whole other degree for that. uh, therestheres sales, which is great because you get to travel
rachels office|dina|ii dont care about fashion im pregnant and i know you are too, so you gotta help me
