central perk|joey|hey you guys youre not gonna believe this i just got off the phone with my agent
central perk|phoebe|oh my god joey looks at her. im sorry, too soon. you go.
central perk|joey|okay. i got nominated for my part on days of our lives
central perk|monica|joey
central perk|phoebe|good for you
central perk|monica|congratulations wow i cant believe youre nominated for an emmy
central perk|joey|nono.
central perk|monica|oh soap opera digest award
central perk|joey|no im up for a soapie
central perk|monica|honey is that something youre making up
central perk|joey|no, no, no its real and it has been since 1998. rachel returns from the bathroom. hey rach rach im up for a soapie
central perk|rachel|gasps oh my god oh my god that is like the third most prestigious soap opera award there is
central perk|joey|thank you well, i guess now i know who im taking to the awards. points to rachel.
central perk|rachel|oh, stop that dont kid about that gasps will all the stars be there
central perk|joey|many are scheduled to appear.
central perk|rachel|oh my god oh my god i cant go im gonna be too nervous
central perk|monica|to joey okay, ill go
n|rachel|no you are getting married this is all i have. opening credits
n|ross|and it was ernst muhlbrat who first hypothesized that the velociraptor would expand its collar and emit a high pitched noise to frighten its predator. a student raises his hand. yes mr. lewis 
n|lewis|what kinda noise
n|ross|just a high pitched intimidating noise.
n|lewis|but like how
n|ross|well wewe dont know for sure. but in my head itit sounded something like this. he makes a high pitched noise and alan doesnt know what to make of it. of course, this is just conjecture. okay, thats uh, thats all for today. everyone starts to get up. uh mr. morse, can i see you for a moment 
n|morse|yes sir.
n|ross|mr. morse i need to talk to you about your midterm exam, im afraid ii had to fail you.
n|morse|shocked why
n|ross|well you need 60 to pass
n|morse|whatd i get
n|ross|seven.
n|morse|thats not so good.
n|ross|nono its not. whatwhat happened there ned
n|morse|well maybe you can cut me some slack. im sort of in love.
n|ross|well im sorry but, thatthats really not my problem.
n|morse|im in love with you.
n|ross|well that brings me in the loop a little.
n|morse|you see, thats why i did so bad on this test. im having a hard time concentrating. when youre up there points to the podium and youre teaching and your face gets all seriousyou look so good. in a sexy voice you wear that tight little turtleneck sweater
central perk|ross|okay walks away from him. umm, i uh, im your teacher. im sorry, youreyoure a student and iand i like women. in spite of what may be written on the backs of some of these chairs. guy checking them out.]
central perk|phoebe|oh my god that guy at the counter is totally checking you out
central perk|monica|really looks. my god, hes really cute.
central perk|phoebe|go for it.
central perk|monica|phoebe, im engaged
central perk|phoebe|im just saying, get his number just in case. but no chandler is in an accident and cant perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill. 
central perk|the cute guy|to monica hi
central perk|monica|op, can i just tell you something very flattered but umm, im engaged. points to her ring. 
central perk|the cute guy|wow uh, this is kind of embarrassing. i was actually coming over to talk to your friend.
central perk|monica|well you should be embarrassed. leaves. 
central perk|the cute guy|to phoebe i thought you knew i was looking at you.
joey and rachels|phoebe|i did, but that was really fun.
joey and rachels|joey|pretending to be an announcer and the winner isjoey tribbiani he then gets excited and goes over to the counter to practice his acceptance speech using a bottle of maple syrup as the award. oh wow i honestly never expected this. i uh, i didnt prepare a speech. but umm, id like to thank rachel enters quietly my parents, whove always been there for me. id also like to thank my friends, chandler, monica, phoebe, rachel
joey and rachels|rachel|im fourth joey is startled. look at you with your little maple syrup award
joey and rachels|joey|yeah maymaybe you dont tell anyone about this.
joey and rachels|rachel|what no its not a big deal i do that too, with my shampoo bottle.
joey and rachels|joey|really
joey and rachels|rachel|yeah.
joey and rachels|joey|what award are you practicing for
joey and rachels|rachel|grammy, best new artist.
joey and rachels|joey|oh, hey listen the soapies called today and i also get to present an award.
joey and rachels|rachel|ohh thats great
joey and rachels|joey|yeah
joey and rachels|rachel|so youll definitely get onstage, even if you dont win.
joey and rachels|joey|confused what youyou dont think im gonna win
joey and rachels|rachel|well of course i do but yknow, favorite returning character is a tough category joey. i mean youre up against the guy who survived his own cremation.
joey and rachels|joey|yeah. nono ii know i might not win, but its justive never even been nominated before i want it so much.
joey and rachels|rachel|well joey, youll probably get it. but you should probably youryour gracious loser face. yknow when like the cameras are on you and you wanna look disappointed but also that your colleague deserved to win. yknow so its sorta like does it, youll have to see it.
joey and rachels|joey|hey likes it.
joey and rachels|rachel|yknow
joey and rachels|joey|you practice losing the grammies too
joey and rachels|rachel|oh no, at the grammies i always win.
monicas restaurant kitchen|joey|ah.
monicas restaurant kitchen|phoebe|oh hey
monicas restaurant kitchen|monica|hey howd your date go with jake
monicas restaurant kitchen|phoebe|oh, great we couldnt keep our eyes off each other all night and then every once and a while yknow, hed kinda lean over and stroke my hair and touch my neck. does that to monica.
monicas restaurant kitchen|monica|okay, stop it phoebe, youre getting me all tingly.
monicas restaurant kitchen|phoebe|laughs all i could think of was yknow, is he gonna kiss me is he gonna kiss me
monicas restaurant kitchen|monica|and did he
monicas restaurant kitchen|phoebe|im a lady monica, i dont kiss and tell. but this hickey speaks for itself. she starts to open up her blouse.
monicas restaurant kitchen|monica|okayokay, i got it. i got it.
monicas restaurant kitchen|phoebe|i just like him so much that i just feel like ive had 10 drinks today and ive only had six.
monicas restaurant kitchen|monica|oh, i havent had that feeling since i first started going out with chandler. wow, im never gonna have that feeling again am i
monicas restaurant kitchen|phoebe|you sound like a guy.
monicas restaurant kitchen|monica|no, a guy would be saying, im never gonna get to sleep with anyone else. oh my god im never gonna get to sleep with anyone else ive been so busy planning the wedding that i forgot about all the things that id be giving up i mean, iim never gonna have a first kiss again.
joey and rachels|phoebe|youll have a last kiss.
joey and rachels|ross|can i ask you something have you ever had a guy have a crush on you
joey and rachels|joey|is that why you wanted to tie my tie
joey and rachels|ross|theres this kid in my class who said hes in love with me.
joey and rachels|joey|whoa
joey and rachels|rachel|entering from her room whoa what
joey and rachels|joey|ross has a boyfriend.
joey and rachels|ross|i doi do not have a boyfriend. theres a guy in one of my classes whowho has a crush on me.
joey and rachels|rachel|really
joey and rachels|ross|yeah i dont know. i mean, last year elizabeth nownow this kid. whatwhatwhatwhat is it am i giving out some kind ofsexy professor vibe rachel and joey both look at him.
joey and rachels|rachel|not right now.
joey and rachels|ross|ititthe point is my natural charisma has made him fail his midterm.
joey and rachels|rachel|oh, see now i feel bad for the kid i had a crush on a teacher once and it was so hard yknow youi couldnt concentrate and i blushed every time he looked at me. i mean come on, you remember whats its like to be 19 and in love.
joey and rachels|ross|yeah. i guess i can cut him some slack.
joey and rachels|rachel|yeah.
joey and rachels|joey|howd you get over that teacher
joey and rachels|rachel|i didnt. i got under him.
central perk|joey|to ross problem solved. central perk.]
central perk|jake|bye phoebe.
central perk|phoebe|okay bye. they kiss.
central perk|jake|all right. bye. backs out the door.
central perk|phoebe|bye phoebe goes over and joins monica on the couch. we said goodbye at the door so as not to flaunt our new love.
central perk|monica|phoebe, its okay. you dont have to tip toe around me. iive been thinking about it and umm, yknow what im okay about not having that new relationship feeling
central perk|jake|yelling through the window to phoebe i miss you already
central perk|phoebe|yelling back i miss you too he walks away.
central perk|monica|see thats what i mean. i mean that, thats great but i wouldnt trade in what i have for that. i mean im gonna be with chandler for the rest of my life, and thats what makes me happy. chandler approaches. hey sweetie, come here come sit down. hey phoebe and i were just talking about how our relationship is deep and meaningful. it really is dont you think
the 2001 soapie awards|chandler|oh totally holds up his finger. pull my finger. to the podium.] 
the 2001 soapie awards|announcer|presenting the award for favorite returning male character is mckensize [cut to joey and rachels table.]
the 2001 soapie awards|joey|to rachel this is it this is my category.
the 2001 soapie awards|rachel|i know my god do you have your speech
the 2001 soapie awards|joey|yeah, i got my speech
the 2001 soapie awards|rachel|do you got your gracious loser face
the 2001 soapie awards|joey|yeah. does it.
the 2001 soapie awards|rachel|now joey remember, if you win you have to hug me you hug me
the 2001 soapie awards|joey|okay. can i squeeze your ass
the 2001 soapie awards|rachel|on tv yeah
the 2001 soapie awards|joey|kay  [cut to the presenter.]
the 2001 soapie awards|the presenter|in the category of favorite returning male character the
the 2001 soapie awards|nominees are|john wheeler from general hospital applause, gavin grant from the young and the restless applause, dunkin harrington from passions applause, and joey tribbiani from days of our lives applause. and the soapie goes toshe opens the envelopegavin grant from the young and the restless
the 2001 soapie awards|joey|what the joey pounds the table and starts yelling at rachel, and which is drowned out by applause. rachel is desperately trying to tell joey that hes on tv right now. he finally notices and he does his gracious loser face. commercial break 
