monica|chandler|buhbye. hangs up the phone i just got us reservations at michelles and tickets to the musicman to celebrate our first holiday season as a betroughed couple.
monica|monica|betrothed corrects him
monica|chandler|betrothed couple.
monica|phoebe|entering carrying a skull hey
monica|chandler|hey 
monica|rachel and monica|hi
monica|phoebe|haaaa... puts the skull on the table ... ahhhh
monica|chandler|pheebs
monica|phoebe|huh
monica|chandler|skull
monica|phoebe|oh, yeah, its my moms.
monica|rachel|freaking out oh my god
monica|phoebe|no, no, no. its not its not my mom. it belonged to mom. yeah, no, she used to put it out every christmas to remind us, that even though its christmas, people still die. and, you can put candy in it. she grabs the skull, pulls out a stick of licorice, and takes a bite.
monica|ross|entering hey
monica|all|hey
monica|monica|offering ross the skull licorice
monica|ross|thinking it over sure takes one hey, i just found out, i get ben for the holidays this year.
monica|all|ohh thats great
monica|monica|are you gonna dress up as santa
monica|ross|nope. i mean, i know susan does every year, but i think i wanna take this year to teach him all about hanukkah.
monica|phoebe|and maybe i could teach ben about the christmas skull and how people die.
monica|rachel|you may need to use this year to teach ben about phoebe.
monica|ross|hmm. joey comes out of the bathroom reading a newspaper
monica|joey|hey. he exits
monica|rachel|to monica did you know he was in there
monica|monica|no.
monica|chandler|how long have we been home
monica|monica|about a half an hour.
central perk|chandler|lovely opening credits monica.]
central perk|chandler|hey, you know what i was thinking when we get married, are you gonna change your last name to bing
central perk|monica|no.
central perk|chandler|why not
central perk|monica|bings weird.
central perk|phoebe|entering oh, hey, you guys
central perk|chandler|hey
central perk|monica|hey
central perk|phoebe|hey. guess what my landlord just called and my apartment is gonna get ready soon, so i guess ill be moving out.
central perk|monica|ahh, phoebe, im gonna miss you
central perk|phoebe|yes, you will be very sad. all right, well i gotta go tell rachel the good news.
central perk|chandler|ohh you guys gonna be living together again
central perk|phoebe|yeah, why not
central perk|chandler|well, shes just so much fun with joey, i just assumed, shed still be living with him.
central perk|phoebe|why do you think, shes having so much fun living with joey
central perk|chandler|no reason, exceptshetoldme.
central perk|phoebe|really so she said, she didnt wanna live with me anymore
central perk|chandler|no no, she didnt say that. iii think you should talk to monica now.
central perk|monica|phoebe, dont worry about it. im sure she wants to live with you.
central perk|phoebe|youre sure youre absolutely sure
