monica and chandlers|ross|hey
monica and chandlers|monica|hey
monica and chandlers|ross|hey uh mon, i saw the porsche parked out front, can i get the keys thought id take that bad boy out for a little spin.
monica and chandlers|rachel|wait a minute to monica you let ross drive the porsche and when i ask you, you say youre the only one whos allowed to drive it.
monica and chandlers|monica|yeah, well hes my brother and plus he drives so slow he could never hurt it.
monica and chandlers|ross|its a car monica not a rocket ship
monica and chandlers|monica|whatever ross just replace the bulbs in the brake lights after youre done.
monica and chandlers|joey|entering hey
monica and chandlers|ross|hey
monica and chandlers|phoebe|hey
monica and chandlers|joey|saw the porsche out there mon, lookin good. when do i get to take that baby out again
monica and chandlers|rachel|shocked you let joey drive it
monica and chandlers|phoebe|ive never driven it okay not once okay once. okay, i drive it all the time.
monica and chandlers|monica|nice work everybody so much for the yknow, you can drive it, but dont tell rachel plan
monica and chandlers|rachel|wow i cant believe you lied to me.
monica and chandlers|phoebe|okay, i can fix this okay monica, rachel thinks all you can talk about is the wedding. rachel glares at her.
monica and chandlers|monica|great well rachel, the reason why i wont let you drive the porsche is because youre a terrible driver. there that wasnt about the wedding.
monica and chandlers|ross|look rach ifif you want to go for a ride in the porsche ill be glad to take you for a quick spin around the block.
central perk|joey|yeah, you got a couple hours opening credits straight up.]
central perk|ross|whew that was a brisk ride
central perk|rachel|take the top down did ya
central perk|ross|only way to fly. rachel laughs.
central perk|rachel|come on ross give me the keys monica does not know what shes talking about i am an excellent driver
central perk|ross|youre fast and irresponsible. that adds up to a bad driver.
central perk|rachel|well in high school, that added up to head cheerleader. a woman walks by and smiles at rosss hair.
central perk|ross|did you see the look that girl just gave me huh she mustve seen me cruising in the bad boy.
central perk|rachel|i think shes checking out your beehive ross.
central perk|ross|what checks his hair. givegive me a brush.
central perk|rachel|gimme the keys
central perk|ross|no way
central perk|rachel|well no brush
central perk|ross|fine yknow what it doesnt matter, because, if i remember correctly, there is a comb on the floor of the bathroom.  he goes to the bathroom and after he leaves rachel goes through his coat and grabs the keys along with a 20 bill. the woman from before watches her do this.
monica and chandlers|rachel|to the woman alimony. runs outside. chandler exits from the bathroom.]
monica and chandlers|monica|chandler, we still havent gotten an rsvp from your dad.
monica and chandlers|chandler|oh right. umm, maybe thats because i didnt send him an invitation.
monica and chandlers|monica|chandler hes your father he should be at the wedding.
monica and chandlers|chandler|i dont even know the man. okay were not the close. i havent seen him in years.
monica and chandlers|monica|well what are you gonna do when he finds out he wasnt even asked
